student_id,age,gender,course,year,study_hours_per_day,attendance_percent,previous_semester_marks,assignment_score,internal_marks,sleep_hours_per_day,screen_time_hours_per_day,social_media_hours_per_day,practice_tests_completed,extracurricular_level,internet_access,parent_education,scholarship,part_time_job,final_exam_marks
STU108177,21,Male,Information Technology,1st,4.8,51.5,65.9,95,68.7,5.3,5.1,0.9,4,Low,Average,Graduate,Yes,No,76.1
STU108178,19,Female,Information Technology,2nd,5.2,75.1,73,73.9,71.4,6.5,5.7,2.5,5,Medium,Average,Postgraduate,Yes,No,81.2
STU108179,20,Male,Data Science,3rd,6.7,82.2,47.9,64,68,6.9,3.5,3.7,8,Medium,Average,Graduate,Yes,No,68.1
STU108180,23,Male,Civil Engineering,1st,7.2,66.4,48.5,70.4,89,7.6,4.3,4.1,2,Medium,Average,School,No,No,79
STU108181,22,Male,Electronics,4th,4,80.8,58.4,64.4,79.6,7.3,9.2,0,4,High,Good,Diploma,Yes,Yes,72.7
STU108182,19,Male,Data Science,3rd,2,79.6,61.4,64.9,84.5,6.8,6.4,2.3,9,Low,Good,Graduate,Yes,Yes,86.7
STU108183,20,Female,Computer Engineering,4th,4.4,81.1,91.3,63.4,62.3,6.5,5.6,4.4,4,Low,Average,Diploma,No,No,71.5
STU108184,22,Female,Data Science,2nd,4.4,87.5,68.9,67.4,74.7,6.7,7.9,4.1,3,Medium,Good,Graduate,No,Yes,84.4
STU108185,23,Female,Data Science,4th,5.4,77,61.3,82.7,55.4,7.6,8.2,0.2,2,Medium,Average,Diploma,Yes,Yes,85.5
STU108186,21,Female,Data Science,2nd,6.5,84.6,68.7,46.5,59.8,5.9,5.1,1.1,5,High,Average,Graduate,Yes,No,80.4
STU108187,21,Male,Computer Engineering,2nd,1,56.4,41.7,76.3,74.6,6.5,3.7,3.1,6,High,Good,Postgraduate,Yes,No,60.8
STU108188,23,Male,Computer Engineering,4th,3.5,66.5,56.2,73.8,57.5,6.5,4.9,2.3,4,Medium,Good,School,No,No,68.4
STU108189,23,Male,Data Science,1st,2.9,73.9,58.3,92.8,58.9,4.5,4.5,2.2,2,High,Average,Diploma,No,No,69.8
STU108190,17,Male,Data Science,4th,7.3,65.9,54.7,66.5,76,4.6,5.4,2.6,12,High,Average,Graduate,No,No,88.4
STU108191,20,Male,Information Technology,2nd,4.4,78.1,84,89,59.3,5.2,5.7,2.1,4,Low,Good,School,No,Yes,72.1
STU108192,20,Male,Electronics,4th,3.8,73.9,76.6,59.1,83.5,6.6,10.2,2,5,Medium,Average,Graduate,No,No,74.7
STU108193,23,Female,Information Technology,3rd,5.9,72.5,52.3,65.2,67,7.4,3.1,3.4,6,Low,Good,Diploma,No,No,89
STU108194,18,Female,Civil Engineering,4th,3.6,88.6,51.5,78.2,67.6,6.1,2.6,3.7,5,Low,Good,Postgraduate,No,No,83.8
STU108195,18,Female,Electronics,1st,4.8,79,51.6,81.1,73.5,5,4,2.6,4,Low,Average,School,Yes,Yes,76.7
STU108196,22,Female,Civil Engineering,2nd,8.4,65,65.6,68,68.1,7.8,1,4.5,9,Low,Average,Postgraduate,No,Yes,80.1
STU108197,22,Male,Electronics,3rd,8.4,70.8,70.6,75.3,73.9,7.1,1.4,1.6,2,Medium,Good,Postgraduate,Yes,Yes,86.3
STU108198,18,Male,Data Science,4th,4,87,73.4,69.5,57.2,6.6,2.5,2.6,2,Medium,Good,Diploma,No,Yes,81.1
STU108199,23,Male,Information Technology,1st,4.4,80.4,54.8,83.9,31.9,7.1,7.5,2.2,4,Low,Good,Diploma,No,No,67.8
STU108200,23,Male,Electronics,2nd,3.6,92.4,65.7,69.8,50.2,5.6,2.5,0.3,5,Medium,Good,School,No,Yes,75.4
STU108201,22,Male,Civil Engineering,2nd,0.9,88.2,67.3,68.7,63.6,7.9,1.8,3.3,5,Medium,Good,Graduate,Yes,No,82.9
STU108202,19,Male,Electronics,1st,6.9,73.3,83.6,86.9,76.9,7.2,3.5,4.2,5,Medium,Average,Graduate,Yes,No,93.1
STU108203,23,Female,Computer Engineering,2nd,9.6,95.2,78.1,75.2,100,6.6,6,3.8,6,Low,Average,Diploma,Yes,No,99.8
STU108204,18,Female,Electronics,4th,3.9,96.2,49.3,82,61.7,6.4,4.2,2.9,2,Medium,Average,Postgraduate,No,Yes,79.2
STU108205,20,Female,Data Science,2nd,3.2,56.6,43.5,100,60.8,6.9,4.5,0.2,9,Low,Average,Graduate,Yes,No,73.8
STU108206,23,Male,Mechanical Engineering,2nd,4.3,78.4,66.6,42.2,74.7,7.3,4.1,3.5,5,Low,Good,Postgraduate,No,No,72.1
STU108207,23,Female,Computer Engineering,4th,5,71.4,59.7,56.6,73.1,4.9,2.6,5.3,5,Medium,Good,Diploma,Yes,No,75.5
STU108208,19,Female,Mechanical Engineering,1st,2.5,74.9,55.5,58.1,73.6,5.9,3.4,2.3,5,Low,Average,School,No,No,78.7
STU108209,22,Female,Data Science,3rd,3.9,68.2,58.2,59.2,66.4,6.4,3.6,2.7,2,Medium,Good,Graduate,No,No,74.1
STU108210,23,Male,Mechanical Engineering,3rd,6.8,66.7,75.5,93.3,42.3,6.4,6.5,4.4,5,Low,Good,Diploma,Yes,No,80.6
STU108211,21,Female,Electronics,4th,5.1,88.8,48.5,32,72.8,6,3,2.6,0,Medium,Average,Graduate,No,No,62.9
STU108212,17,Female,Mechanical Engineering,3rd,7.3,64,92,79.2,69.3,7.7,7.2,2.2,2,High,Good,Postgraduate,No,Yes,97.1
STU108213,18,Male,Information Technology,3rd,5.5,79.1,58.7,49,47.8,6,6.6,2.5,8,Medium,Good,Graduate,No,No,76.4
STU108214,21,Male,Data Science,1st,2.6,61.8,76.2,72.4,78.1,5.6,2.1,3.7,7,Low,Good,Graduate,No,No,77.6
STU108215,22,Male,Information Technology,3rd,3.6,93.2,59.3,75.9,80.2,6.3,6,3.9,6,Low,Good,Postgraduate,No,Yes,89.3
STU108216,20,Female,Mechanical Engineering,4th,5.3,78.4,48.3,85.6,77.8,8.5,5.3,0,5,Medium,Good,,No,No,92.8
STU108217,17,Female,Information Technology,1st,2.6,86.9,66.1,68,64.3,6.8,7.9,3.5,5,Low,Good,Postgraduate,No,Yes,67.4
STU108218,21,Male,Computer Engineering,1st,2.3,80.3,51.7,69.4,73.1,6.3,3.6,2.7,9,Low,Average,School,Yes,No,66.2
STU108219,17,Male,Mechanical Engineering,4th,2.4,75,69.9,41.3,57.4,6.4,6.5,1.3,4,Medium,Good,Diploma,No,No,66.3
STU108220,18,Female,Civil Engineering,3rd,5.8,78.8,67.7,100,50.6,4.9,6.8,4.6,6,Low,Poor,Graduate,Yes,No,80.5
STU108221,22,Male,Information Technology,2nd,4.1,96.1,59,76.6,68.6,6.6,1.7,3.5,6,Medium,Average,Graduate,No,Yes,81.7
STU108222,23,Male,Electronics,4th,7.2,67.2,70,78.6,49,7.1,7.8,0.5,4,Low,Good,,No,No,86.4
STU108223,20,Male,Mechanical Engineering,4th,3,47.4,81.5,88.1,68.1,7.3,3.7,3.6,5,Medium,Good,Graduate,No,No,85.9
STU108224,22,Female,Civil Engineering,4th,0.5,68.6,66.6,71,69.3,6.6,6.1,4.3,8,High,Average,Diploma,Yes,Yes,65.9
STU108225,17,Female,Computer Engineering,4th,4.5,63.5,58.5,78.4,58.6,6,4.8,1.3,6,Low,Good,Graduate,No,No,71.7
STU108226,21,Male,Electronics,2nd,8.1,89.6,73.2,82.7,97.2,7.8,4.8,2.8,6,High,Good,Graduate,No,No,98.7
STU108227,18,Female,Mechanical Engineering,4th,4.9,75.9,73.7,49.9,61.6,6.4,3.6,2.4,10,Medium,Good,School,No,No,77.4
STU108228,18,Female,Electronics,3rd,2.1,87.9,64.3,80,73,5.7,4,2.5,7,Medium,Good,Graduate,No,No,79.8
STU108229,22,Male,Mechanical Engineering,4th,1.6,78.4,85.9,100,67.3,6,6.1,2,7,Medium,Average,Postgraduate,Yes,No,81.3
STU108230,23,Female,Mechanical Engineering,4th,7.2,78.1,64.1,98.2,83.2,6.4,8,1.8,3,Low,Good,Postgraduate,No,No,90.4
STU108231,21,Male,Data Science,1st,3.2,80,87.3,95,65.3,6.5,2.8,3.4,1,Low,Good,Postgraduate,Yes,No,74.5
STU108232,23,Female,Information Technology,1st,7.9,95.8,59.5,100,52.3,6.2,4.1,2.7,7,Low,Good,Graduate,No,No,100
STU108233,23,Male,Mechanical Engineering,2nd,6.1,80.2,79.1,53.1,75.8,7.1,5.7,3.7,2,Low,Average,School,No,No,77.7
STU108234,21,Female,Computer Engineering,4th,3.3,91.3,65.1,64.1,49,6.7,5.6,4.1,5,Low,Good,Graduate,No,No,72.2
STU108235,17,Male,Civil Engineering,4th,7.1,90.5,71.5,58.3,58.1,,6.2,4.9,2,High,Good,Postgraduate,No,Yes,88
STU108236,22,Female,Information Technology,2nd,3,76,41.7,100,62.9,6.9,7.5,1.4,2,Medium,Good,School,Yes,No,68.2
STU108237,22,Male,Data Science,3rd,1.9,77.1,96.2,75.7,63.4,6.4,1.8,4.5,6,Low,Good,Graduate,No,No,91.9
STU108238,19,Female,Information Technology,4th,3.1,73.5,72.1,50.8,65.1,6.2,4.1,3.2,1,Low,Good,School,No,No,71
STU108239,22,Male,Information Technology,2nd,6.3,93.4,81.2,55.5,64,6.4,7.3,2.8,9,Low,Average,Postgraduate,No,No,90.1
STU108240,18,Female,Mechanical Engineering,1st,7.1,66.7,50.1,73.6,71.8,5.6,4.8,3,5,Low,Average,Graduate,No,Yes,82.2
STU108241,17,Female,Computer Engineering,2nd,4,69.3,70.2,51.6,60.5,6.5,2.9,2.3,2,Medium,Average,Postgraduate,Yes,No,70.4
STU108242,21,Male,Mechanical Engineering,4th,1.1,74.7,65.7,100,76.1,7.3,2.7,0.1,7,Medium,Average,Graduate,No,No,80.3
STU108243,22,Female,Computer Engineering,4th,1.7,64.2,54.3,83.9,58.2,7.7,5.2,3.7,4,Medium,Good,School,Yes,No,72.3
STU108244,17,Male,Computer Engineering,2nd,2.7,70.9,84.7,76.7,52.2,7,4.4,3.4,5,Medium,Good,Postgraduate,No,No,74.9
STU108245,22,Female,Electronics,1st,2.2,91.6,69.9,56.2,54.2,10,9.5,3,4,High,Good,Diploma,Yes,No,75.6
STU108246,21,Female,Mechanical Engineering,3rd,5.3,85.8,67.3,52.2,64.2,7.2,4.9,0.3,4,Medium,Good,Diploma,Yes,No,69.8
STU108247,20,Male,Data Science,4th,8.7,73,76.1,77.2,83.6,4.9,3.7,2.8,3,Low,Good,Graduate,No,No,93.5
STU108248,21,Female,Civil Engineering,3rd,6.4,87.6,56.9,74.1,69.6,7.3,7.7,3.2,6,Medium,Good,Postgraduate,No,Yes,91.1
STU108249,21,Male,Information Technology,2nd,2.5,100,70.1,52.7,63.5,8,5,5.3,2,Medium,Average,,No,No,79.7
STU108250,21,Male,Electronics,1st,3.4,81.8,69.2,71.2,69.4,6.5,6.7,3.1,8,Low,Average,Postgraduate,No,No,78.1
STU108251,22,Female,Data Science,4th,3.8,95,69.7,71.2,53.1,5.2,9,0,5,Medium,Average,Graduate,No,No,74.8
STU108252,19,Female,Civil Engineering,2nd,5.6,88.2,81.4,83.1,46.1,4.8,8.2,3.3,5,Medium,Good,Graduate,No,No,74.5
STU108253,21,Male,Civil Engineering,1st,7.9,74.5,62.5,100,56.2,6.7,5.9,4.3,5,Medium,Good,Postgraduate,No,No,82.9
STU108254,18,Male,Mechanical Engineering,4th,3.9,80.4,61.1,,55.3,5.7,6.7,2,5,Medium,Good,Graduate,No,Yes,60.7
STU108255,18,Female,Computer Engineering,4th,7.9,84.3,60,84,100,6.6,7.9,0.2,4,High,Good,Postgraduate,No,No,100
STU108256,17,Male,Mechanical Engineering,3rd,9,69.1,59.5,61.6,96.9,6.4,3.3,5.3,9,Medium,Good,Graduate,No,No,100
STU108257,19,Female,Civil Engineering,3rd,4.1,46.7,82.3,78.3,96.8,8.4,2.6,2.7,5,Medium,Good,Graduate,No,No,80.5
STU108258,17,Female,Mechanical Engineering,2nd,4,68,67.1,74,53,7.7,9.2,1.7,4,Low,Good,Graduate,No,No,71.8
STU108259,18,Male,Electronics,1st,4.1,52.1,81.3,79.5,94.6,6.2,2.7,3.7,5,Low,Average,Diploma,No,No,88.6
STU108260,23,Male,Data Science,1st,4.9,69,71.5,53.4,60,6.3,9.7,1.1,1,Medium,Average,Graduate,No,No,65.3
STU108261,18,Female,Civil Engineering,3rd,4.1,57.5,56.6,86.5,93,7.8,3.8,1.1,5,Low,Average,Graduate,No,No,78.7
STU108262,20,Male,Electronics,1st,6.6,88.6,48.4,72.6,76.1,6.9,3.4,1.9,5,Low,Poor,Diploma,No,Yes,76.2
STU108263,21,Female,Data Science,4th,1.7,63.8,49.1,92.9,56.1,7.1,6.8,2.9,4,High,Average,Postgraduate,Yes,No,66.2
STU108264,23,Female,Electronics,1st,3.7,84.5,56.4,95.9,93.2,8.1,2,1.6,9,Medium,Average,Postgraduate,No,No,94.5
STU108265,18,Female,Information Technology,3rd,5.5,87.2,81.3,75.6,92.6,6,10.3,3.3,4,Medium,,Graduate,No,No,87.5
STU108266,22,Male,Computer Engineering,3rd,6.5,86.4,84.9,86.8,55.1,7.8,9,3.5,5,Medium,Poor,Graduate,No,Yes,88.2
STU108267,22,Male,Computer Engineering,3rd,9.2,55.6,69.2,85.6,74.6,6.4,8.3,2.5,6,Low,,Postgraduate,No,No,83.4
STU108268,17,Female,Computer Engineering,2nd,2.2,91.5,80,92.1,42.9,4.3,2.1,2.2,6,Medium,Average,Diploma,No,No,72.7
STU108269,23,Female,Information Technology,4th,3.5,83,60.8,91,64.5,5.5,7.8,3.8,9,Medium,Good,Graduate,No,No,76.4
STU108270,17,Female,Civil Engineering,2nd,0.5,87.7,59.8,54.5,64.6,5.8,7.6,3.4,4,Low,Good,Diploma,Yes,No,62.1
STU108271,21,Male,Civil Engineering,3rd,2.6,100,78,76.2,64.3,8.3,5.5,0.9,5,Medium,Good,Diploma,No,No,83.4
STU108272,21,Female,Information Technology,3rd,1.3,87.5,70.2,51.2,92.6,6.7,6.9,4.3,4,Medium,Poor,Graduate,No,No,81.4
STU108273,20,Male,Computer Engineering,1st,3.8,63.8,77.5,64.2,51.3,6.5,6.4,3.7,4,Low,Good,Diploma,No,No,58.3
STU108274,19,Female,Computer Engineering,3rd,4.3,85.8,68.7,64.8,66.9,8.4,2.8,1.7,10,High,Good,Diploma,Yes,Yes,87.5
STU108275,17,Female,Data Science,3rd,5.7,60,63.1,80.8,80.6,5.9,4.3,0,4,Medium,Average,Graduate,No,No,87.1
STU108276,21,Female,Data Science,4th,4.2,77.2,65.2,68.5,51.6,6.4,4.6,2.9,7,Low,Average,Graduate,No,No,76.8
STU108277,17,Male,Mechanical Engineering,4th,5.7,72,72,69.6,57.6,6.8,2.2,2.8,3,Medium,Average,Graduate,No,No,78.7
STU108278,21,Female,Electronics,1st,5,78.1,71.1,87,85.6,6.7,6.7,2.9,4,Low,Poor,Graduate,No,Yes,84.7
STU108279,18,Male,Data Science,1st,2.7,59.9,55.9,85.2,88.8,7.2,7.5,4.6,3,Low,Average,Diploma,No,No,83.6
STU108280,17,Female,Data Science,2nd,1.4,61.3,66.4,76.1,63.9,7.4,6.1,2.5,3,Low,Average,School,Yes,No,70.4
STU108281,18,Male,Data Science,4th,6,72.6,48.2,83.2,82,5.9,8.9,3.1,3,Medium,Average,Graduate,No,No,86.1
STU108282,17,Male,Data Science,1st,8.1,75.3,63.5,81.7,91.8,4.7,5.9,3.3,3,Medium,Average,Diploma,No,No,88.9
STU108283,19,Male,Information Technology,3rd,9.9,72.9,56,100,64.3,7.2,5.2,1.8,4,Medium,Good,Graduate,No,No,98
STU108284,20,Female,Mechanical Engineering,3rd,6.7,95.4,28.4,68.9,81.1,4.8,4.1,3.7,4,Low,Good,Diploma,Yes,No,81
STU108285,22,Female,Data Science,3rd,7.7,83.1,96.7,60.7,64.1,7.2,5.8,4.5,6,Medium,Poor,School,No,Yes,93.8
STU108286,22,Female,Civil Engineering,1st,5.7,82.8,58,75.1,51.1,7.6,1,1.9,4,Medium,Average,School,No,No,75.7
STU108287,22,Female,Electronics,1st,5.4,73.4,55.8,57.7,70.1,8,8.7,0,4,Low,,Graduate,Yes,No,77.8
STU108288,18,Female,Data Science,2nd,5,61.3,89.1,66.5,66.6,6.7,6,1.3,3,Medium,Poor,School,No,No,75.9
STU108289,23,Male,Information Technology,1st,4.6,78,52.8,78.8,57,9,7.5,2.6,4,Medium,,Postgraduate,No,No,73.5
STU108290,21,Female,Civil Engineering,1st,6,99.7,49.1,64.4,65.3,5.3,7.5,0.1,3,Low,Good,Diploma,No,No,76.8
STU108291,22,Female,Computer Engineering,1st,3.8,80.7,65.3,68.6,66.8,8.4,6.7,1.7,7,Medium,Good,Graduate,No,No,75.7
STU108292,19,Male,Computer Engineering,3rd,4.5,91.4,61.6,67.9,73.9,6,3.2,2.5,6,Low,Good,Graduate,No,No,80.6
STU108293,22,Male,Mechanical Engineering,2nd,2.4,92.9,59.7,65.5,84.6,6.8,1,3.5,3,Medium,Good,Postgraduate,No,No,89.3
STU108294,17,Male,Computer Engineering,2nd,5.7,84.7,56.1,55.6,84.6,7,9.6,4,4,High,Good,School,No,Yes,87
STU108295,18,Male,Data Science,2nd,2.9,80.6,65.5,87.2,68.8,8.3,5.2,3,4,High,Poor,Graduate,No,No,82.1
STU108296,23,Male,Information Technology,1st,4.9,66.1,89.3,92.6,62.3,5.6,4.5,2.2,4,Medium,Good,Graduate,No,No,85.5
STU108297,17,Male,Mechanical Engineering,2nd,5.8,75.5,47.1,86.3,88.8,9.1,4.7,1.9,6,Medium,Good,Diploma,No,No,91.1
STU108298,23,Female,Civil Engineering,1st,6,73.7,78.9,86.1,68.6,4.4,4.3,2.4,4,High,Good,School,No,Yes,87.7
STU108299,17,Male,Data Science,3rd,6.3,82,87.9,65.8,61.6,6.7,5.2,3.7,5,Medium,Good,Postgraduate,No,No,89.5
STU108300,17,Male,Computer Engineering,1st,4.4,61,59.9,74.6,72.4,7.4,5,3.3,7,High,Average,Diploma,Yes,No,73.8
STU108301,20,Female,Electronics,4th,5.8,71.6,72.9,60.3,44.4,7.9,5.4,2.5,4,High,Average,Diploma,No,No,57.6
STU108302,20,Female,Data Science,1st,3.8,82.8,66.4,70,63.4,5.2,4.7,4.5,3,Low,Good,Graduate,No,No,78.5
STU108303,21,Male,Electronics,4th,0.9,69.6,45.6,71.3,62.5,4.6,7,2,7,Medium,Good,School,Yes,No,66.8
STU108304,18,Female,Civil Engineering,4th,5.9,67,83.8,51.2,58.9,8.2,6.7,4.1,5,Medium,Poor,Graduate,No,No,69.3
STU108305,19,Male,Electronics,3rd,5.4,68.5,68.5,74,75.3,7.1,4.1,1.8,5,Low,Average,Postgraduate,No,No,80.5
STU108306,19,Male,Civil Engineering,4th,6.8,74.7,61.2,64,85.1,4.7,5.6,0.8,5,Medium,Good,Graduate,No,Yes,93.8
STU108307,19,Male,Mechanical Engineering,1st,4.7,49.4,48.2,76,93.7,6.2,2.9,2.6,5,Low,Good,Postgraduate,No,No,84.5
STU108308,17,Female,Information Technology,1st,1.6,69,74.8,68.5,63.1,6,6.4,0,8,Low,Good,Diploma,No,No,84.8
STU108309,20,Female,Computer Engineering,2nd,4.6,89.4,70,77.2,66,8,8.6,2.1,7,Medium,Good,Postgraduate,No,No,87.2
STU108310,18,Female,Computer Engineering,1st,6.6,81.9,75.9,82.5,60.5,6.4,7,3.7,3,Medium,Good,School,Yes,No,72.3
STU108311,17,Other,Data Science,2nd,5.8,83,75.2,53.2,77.5,6.6,5,3.7,5,Medium,Average,Postgraduate,Yes,No,88.1
STU108312,23,Female,Computer Engineering,3rd,4.5,56.1,57.4,67.2,43.9,6.5,3.3,4.5,3,Low,Good,Graduate,No,Yes,65.6
STU108313,20,Female,Mechanical Engineering,1st,1.5,73,23.5,62.3,64.6,8.6,6.6,1.4,3,Medium,Good,Diploma,No,No,60.6
STU108314,20,Female,Computer Engineering,2nd,2.7,76.6,66.6,89.7,74.1,7.8,4,0.9,12,Medium,Good,School,Yes,No,90.4
STU108315,22,Male,Data Science,1st,5.8,83.6,65.7,97.5,61.3,7.6,5.3,3.5,3,Low,Good,School,No,No,91
STU108316,22,Male,Computer Engineering,3rd,1.5,91.3,70.1,72.6,64,7,6.7,1.4,7,Low,Good,Graduate,No,No,81
STU108317,18,Female,Information Technology,4th,4.2,89.5,87.7,78.1,83.9,7,3.6,2.8,5,Medium,Good,Diploma,No,No,85
STU108318,23,Female,Civil Engineering,3rd,4.9,71,67.4,49.9,69.2,5.8,5.4,1,6,Medium,Good,Postgraduate,No,No,70.6
STU108319,18,Female,Electronics,2nd,7.1,71.3,77,76.5,86.7,7.8,3.1,1.8,4,Medium,Good,Diploma,No,No,89.9
STU108320,18,Male,Electronics,2nd,6,94.9,72.9,68.1,92.9,6.4,4.6,1.8,4,Medium,Average,Postgraduate,No,Yes,86.9
STU108321,17,Female,Civil Engineering,4th,6.7,73.7,50,92.4,77.4,5.4,4.3,2.5,9,Medium,Good,Postgraduate,Yes,No,91.2
STU108322,21,Female,Electronics,1st,5.4,65,51.2,68.6,65.9,6.6,7.7,2.3,7,Low,Good,Graduate,Yes,No,82
STU108323,18,Male,Information Technology,4th,3.1,75.5,83,59.7,92.1,6.8,5.6,2.8,5,Medium,Good,Graduate,Yes,Yes,84.2
STU108324,22,Female,Mechanical Engineering,2nd,3.6,94.2,56.6,51.9,34.6,8.3,3.9,2.8,8,Medium,Poor,Graduate,No,No,67.8
STU108325,21,Female,Data Science,2nd,2.9,67.1,72.8,74.7,48.3,7.7,4.4,3.2,4,Low,Good,Diploma,No,Yes,71.6
STU108326,17,Female,Information Technology,4th,6,72.9,54.7,63.8,80.8,5.7,7.3,2,8,Low,Average,Diploma,Yes,No,76
STU108327,21,Female,Data Science,4th,3.4,67.6,77.7,90.3,100,7.9,2.1,3.2,4,Medium,Average,School,No,No,86.8
STU108328,19,Male,Mechanical Engineering,3rd,4,89.5,71.2,81.5,79.6,3.9,3.6,4,5,Medium,Good,Graduate,No,No,79.7
STU108329,23,Male,Information Technology,1st,4.8,81.5,64.1,70.5,72.6,7.3,3.1,0.8,5,Medium,Good,Postgraduate,No,No,86.6
STU108330,21,Female,Computer Engineering,3rd,8.1,89.1,76.7,81.4,63.5,,5.6,1,2,Low,Average,Diploma,Yes,No,78
STU108331,18,Male,Mechanical Engineering,2nd,6.1,96.8,71.4,98.1,77.8,5.3,5.5,3.6,6,Low,Good,Diploma,Yes,No,95.3
STU108332,17,Male,Electronics,2nd,3.3,59.9,58.6,54.6,86.2,5.5,4.9,3.7,10,Low,Good,Graduate,No,No,72.2
STU108333,23,Male,Information Technology,1st,5.1,68.9,68.2,62.5,80.5,8.4,5.1,2,2,Low,Good,School,No,No,83.4
STU108334,18,Male,Mechanical Engineering,3rd,8.1,72.8,76.7,100,70.9,7.3,2.5,3.4,4,Medium,Good,Graduate,No,No,98.1
STU108335,23,Male,Mechanical Engineering,3rd,6,78.8,82.4,60.7,84.5,7.2,3.3,1.9,5,Medium,Poor,Diploma,No,No,96.2
STU108336,22,Male,Information Technology,2nd,,84.1,66.3,81.9,74.3,7.9,6.4,2.5,3,Medium,Poor,Graduate,No,No,73.8
STU108337,19,Female,Electronics,4th,3,72.1,91.2,89.8,77.1,6.5,2.3,2.5,8,Low,Average,Diploma,No,No,79.8
STU108338,22,Female,Civil Engineering,1st,2.8,69.7,58.3,71.8,83.6,8.3,4.7,2.7,7,Medium,Poor,Postgraduate,No,No,71.3
STU108339,18,Male,Electronics,1st,7.7,89.5,47.8,82.3,56.9,6.6,7.1,4.6,5,Low,Poor,Graduate,No,No,78.4
STU108340,18,Male,Mechanical Engineering,3rd,7.3,84.6,49.7,67.6,69.7,3.5,5.6,6.2,6,Low,Good,Postgraduate,No,Yes,77.2
STU108341,18,Male,Data Science,4th,,81.8,67.9,99.2,71.6,8.6,3.8,0.4,8,Low,Good,Diploma,No,Yes,87.3
STU108342,20,Male,Civil Engineering,4th,3.5,52.3,68.2,65.4,53.2,3.6,6.7,1.6,6,Low,Good,Graduate,No,No,72.5
STU108343,19,Female,Civil Engineering,4th,4.9,92.5,69.6,57.7,54.7,6.5,3.8,1.5,5,Medium,Good,School,Yes,No,72.7
STU108344,23,Female,Mechanical Engineering,1st,4.9,80.2,59.3,85.3,61.2,7.6,5.3,4.6,5,Medium,Good,School,Yes,No,79.8
STU108345,18,Female,Information Technology,4th,2.9,76.1,96.9,82.6,84.6,4.2,3.7,4.3,5,Medium,Good,Graduate,Yes,No,85.3
STU108346,18,Male,Information Technology,4th,4.3,68.2,87.6,74.2,67.3,6.6,2.2,3.8,3,Medium,Good,Diploma,No,Yes,83.1
STU108347,23,Female,Information Technology,1st,1.9,70.4,53.1,72.5,71.8,6.6,5,1.9,5,Low,Good,Postgraduate,No,No,78.6
STU108348,22,Male,Electronics,3rd,7.3,67.3,66.7,64.6,74.3,7.8,7.6,2.8,5,Low,Average,Postgraduate,Yes,No,80.3
STU108349,22,Female,Computer Engineering,3rd,1.3,54,68.6,61,78.8,7.3,7.5,0.1,7,High,Average,Diploma,No,No,68.2
STU108350,18,Female,Information Technology,2nd,1.3,68.2,76.9,62.9,77,5.3,6.7,3.6,7,Medium,Good,Graduate,Yes,Yes,82.8
STU108351,17,Female,Information Technology,4th,5.7,58.8,48.2,76.7,70.9,6.1,6.6,3.1,4,Medium,Poor,Postgraduate,No,No,62.1
STU108352,20,Male,Civil Engineering,1st,2.3,77.3,45.7,68.9,68.1,5.6,6.7,1.8,7,Medium,Average,Diploma,No,No,66.9
STU108353,22,Male,Data Science,3rd,3.8,64.2,52.2,49.6,85.3,4.8,4.8,3.7,2,Medium,,Diploma,No,No,72
STU108354,17,Female,Data Science,1st,4.9,86.8,87.6,65.7,63.1,6.1,2.7,2.2,6,Low,Average,Graduate,No,No,81.4
STU108355,20,Male,Mechanical Engineering,3rd,6.2,58,59.5,68.8,89,8.4,5.5,0,6,Medium,Average,Graduate,Yes,Yes,90
STU108356,18,Male,Mechanical Engineering,4th,,92.3,78.5,79.6,62,7.3,7.1,4.4,8,Low,Average,Postgraduate,No,No,88.2
STU108357,19,Female,Mechanical Engineering,1st,8.4,88,75.7,76.4,66,7.3,6.9,5.1,8,Medium,Average,Graduate,Yes,No,88.9
STU108358,21,Male,Information Technology,2nd,4.8,65.2,65.7,98.3,79.9,5.5,5.7,0.5,5,Medium,Average,Graduate,Yes,No,72.2
STU108359,21,Female,Data Science,4th,7.2,76.9,78.8,57.3,100,4.7,5.9,2.9,7,Medium,Good,Graduate,No,No,92.1
STU108360,18,Male,Mechanical Engineering,4th,5.4,67.7,52,80.3,42.9,7.4,2.4,4.7,3,High,Good,Diploma,No,No,71
STU108361,22,Female,Data Science,3rd,9.1,84.9,61.9,81.5,82.1,7.9,8.3,0.5,8,Low,Average,Postgraduate,No,No,93
STU108362,17,Male,Information Technology,1st,6.9,99.6,39.2,76.2,76.6,7,5,0,3,Low,Average,Graduate,No,No,82.7
STU108363,19,Female,Civil Engineering,2nd,4.9,92.2,69.3,67.5,63.7,7.6,1,2.1,4,Medium,Average,Diploma,No,No,91.6
STU108364,23,Male,Information Technology,4th,6.1,69.7,57.7,61.7,75,6.4,4.9,2.6,4,Medium,Good,Graduate,No,No,80.3
STU108365,20,Female,Mechanical Engineering,4th,4.3,79.4,96.5,71.4,53.2,6.9,5.4,4.4,6,Medium,Good,Graduate,Yes,No,85.3
STU108366,18,Female,Information Technology,1st,4.3,96.3,68.8,45.2,58.9,6,6.3,5.9,6,Medium,Good,Diploma,No,No,66.3
STU108367,19,Male,Information Technology,3rd,2.2,84.3,78.7,58.1,76,7.2,5.1,3.5,4,Medium,Good,Graduate,No,No,80.3
